asset,total_trades,win_rate,net_pnl,expectancy_r,profit_factor,max_drawdown,average_win,average_loss,average_holding_hours,consecutive_wins,consecutive_losses,fees_paid,slippage_paid_estimate,insufficient_sample,rejected_setup_counts,candidate_id,display_label,bucket,family,title,interval,asset_filter,asset_exclude,evidence_note,enabled,rating,rating_score
GOLD_FUT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 60, ""CLOSE_NOT_ABOVE_MA200"": 61, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 36, ""TREND_SUPPORT_NOT_CONFIRMED"": 61}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
MARA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 59, ""CLOSE_NOT_ABOVE_MA200"": 60, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 40, ""TREND_SUPPORT_NOT_CONFIRMED"": 61}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
MSTR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 60, ""CLOSE_NOT_ABOVE_MA200"": 61, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 40, ""TREND_SUPPORT_NOT_CONFIRMED"": 61}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
NEM,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""BREAKOUT_RETEST_NOT_CONFIRMED"": 1, ""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 60, ""CLOSE_NOT_ABOVE_MA200"": 61, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 44, ""TREND_SUPPORT_NOT_CONFIRMED"": 61}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
NVDA,1,0.0,-118.20884658918702,-1.1820884658918702,0.0,0.0,0.0,-118.20884658918702,22.0,0,1,16.562438134856208,3.3328169086621076,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 53, ""CLOSE_NOT_ABOVE_MA200"": 25, ""OPEN_TRADE_EXISTS"": 4, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 15, ""TREND_SUPPORT_NOT_CONFIRMED"": 26}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,3.27
OIL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,{},V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
OIL_FUT,1,1.0,95.92706335088307,1.2187227295590577,95.92706335088307,0.0,95.92706335088307,0.0,4.0,1,0,20.11604310645734,4.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 57, ""OPEN_TRADE_EXISTS"": 7, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 31}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,69.28
PAXG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 83, ""CLOSE_NOT_ABOVE_MA200"": 84, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 45, ""TREND_SUPPORT_NOT_CONFIRMED"": 84}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
QQQ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 59, ""CLOSE_NOT_ABOVE_MA200"": 56, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 40, ""TREND_SUPPORT_NOT_CONFIRMED"": 61}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
RIOT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 61, ""CLOSE_NOT_ABOVE_MA200"": 61, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 48, ""TREND_SUPPORT_NOT_CONFIRMED"": 61}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
SILVER,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,{},V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
SILVER_FUT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 60, ""CLOSE_NOT_ABOVE_MA200"": 61, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 54, ""TREND_SUPPORT_NOT_CONFIRMED"": 61}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
SOL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 82, ""CLOSE_NOT_ABOVE_MA200"": 81, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 47, ""TREND_SUPPORT_NOT_CONFIRMED"": 81}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
SPY,2,0.0,-110.49152078314252,-1.658049001009771,0.0,-0.0053839253103673,0.0,-55.24576039157126,35.0,0,2,39.815406024629496,7.977216427877601,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 57, ""CLOSE_NOT_ABOVE_MA200"": 9, ""OPEN_TRADE_EXISTS"": 3, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 29}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,1.46
USDCAD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 61, ""CLOSE_NOT_ABOVE_MA200"": 61, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 44, ""TREND_SUPPORT_NOT_CONFIRMED"": 61}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
USDCHF,1,0.0,-36.42794609185843,-2.5214397621806803,0.0,0.0,0.0,-36.42794609185843,3.0,0,1,19.98355560951766,4.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 57, ""CLOSE_NOT_ABOVE_MA200"": 39, ""OPEN_TRADE_EXISTS"": 2, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 34, ""TREND_SUPPORT_NOT_CONFIRMED"": 37}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,1.0
USDJPY,1,0.0,-30.380300763477383,-3.619990660658546,0.0,0.0,0.0,-30.380300763477383,3.0,0,1,19.98960930854507,4.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 57, ""CLOSE_NOT_ABOVE_MA200"": 13, ""DAILY_LOSS_GUARD"": 12, ""OPEN_TRADE_EXISTS"": 2, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 25, ""TREND_SUPPORT_NOT_CONFIRMED"": 9}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,1.0
XRP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,True,"{""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 84, ""CLOSE_NOT_ABOVE_MA200"": 59, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 44, ""TREND_SUPPORT_NOT_CONFIRMED"": 53}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,20.0
COMBINED,17,0.17647058823529413,-537.0715952823451,-1.3408700548515773,0.26168410125457103,-0.021210128460357358,63.45210677418465,-51.959136828921366,9.294117647058824,2,13,325.27196347148094,65.09675262065836,True,"{""BREAKOUT_RETEST_NOT_CONFIRMED"": 1, ""CLOSE_NOT_ABOVE_BREAKOUT_HIGH"": 1993, ""CLOSE_NOT_ABOVE_MA200"": 1299, ""DAILY_LOSS_GUARD"": 17, ""OPEN_TRADE_EXISTS"": 60, ""RSI_NOT_MOMENTUM_SUPPORTIVE"": 1197, ""TREND_SUPPORT_NOT_CONFIRMED"": 1246}",V2_BREAKOUT_RETEST,V2_BREAKOUT_RETEST,V2_SHADOW,Momentum,Breakout retest with volatility block,1h,ALL,AUTO_QUARANTINE,"Loss autopsy: old breakout suffered fakeouts. V2 requires a cleaner retest, trend support, normal volatility, and a 1.5R target.",True,INSUFFICIENT_SAMPLE,17.5
