trade_id,asset,symbol,strategy_version,status,opened_at,open_close_time,entry_price,stop_loss,target,target_mode,quantity,notional,risk_dollars,entry_fee,entry_slippage_bps,planned_reward_r,entry_rsi,entry_ma20,entry_bb_lower,entry_ma200,entry_atr,event,timestamp,closed_at,exit_reason,exit_price,gross_pnl,exit_fee,fees,slippage_bps,net_pnl,r_multiple,equity_after,holding_hours
MR-BTC-1784696400000,BTC,BTCUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-22T05:00:00+00:00,1784696400000,65950.50746400001,65535.24639257143,66385.7285,FROZEN_MA20,0.15298890244211769,10089.695752418053,63.53033554479576,10.089695752418052,2.0,1.048066062399602,33.96228968379293,66385.7285,65969.11254009219,64497.5412,276.8407142857167,EXIT,2026-07-22T13:06:35.886913+00:00,2026-07-22T12:00:00+00:00,SL,65522.13934329292,-65.53556862817048,10.024160183789881,20.113855936207933,2.0,-85.64942456437842,-1.3481657830059202,10004.046327853674,7.0
MR-BTC-1784721600000,BTC,BTCUSDT,mean-reversion-v1.0.0,OPEN,2026-07-22T12:00:00+00:00,1784721600000,65599.12720199999,65174.18255914285,66156.05299999999,FROZEN_MA20,0.15250273524292668,10004.046327853674,64.80522036254231,10.004046327853674,2.0,1.3105843487176936,34.51476562642317,66156.05299999999,65638.22523596534,64619.45625,283.2964285714282,ENTRY,2026-07-22T13:06:35.886913+00:00,,,,,,,,,,,
MR-BTC-1784721600000,BTC,BTCUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-22T12:00:00+00:00,1784721600000,65599.12720199999,65174.18255914285,66156.05299999999,FROZEN_MA20,0.15250273524292668,10004.046327853674,64.80522036254231,10.004046327853674,2.0,1.3105843487176936,34.51476562642317,66156.05299999999,65638.22523596534,64619.45625,283.2964285714282,EXIT,2026-07-22T15:14:34.737260+00:00,2026-07-22T14:00:00+00:00,TARGET,66142.82178939998,82.91491171527353,10.086961239568947,20.091007567422622,2.0,62.82390414785091,0.9694265955179652,10066.870232001524,2.0
MR-SOL-1784700000000,SOL,SOLUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-22T06:00:00+00:00,1784700000000,77.26545,76.62259285714286,78.0035,FROZEN_MA20,129.42395339702287,10000.0,83.20111289808561,10.0,2.0,1.1480777777777869,33.92226148409907,78.0035,77.36277306908377,76.41315,0.42857142857142855,EXIT,2026-07-22T15:14:34.737260+00:00,2026-07-22T14:00:00+00:00,TARGET,77.98789930000001,93.50224453491283,10.093502244534914,20.093502244534914,2.0,73.40874229037792,0.8823048122000179,10073.408742290378,8.0
MR-BTC-1784790000000,BTC,BTCUSDT,mean-reversion-v1.0.0,OPEN,2026-07-23T07:00:00+00:00,1784790000000,65444.156213999995,65042.58478542857,65845.6925,FROZEN_MA20,0.15382382193275174,10066.870232001524,61.771251921852,10.066870232001524,2.0,0.9999124873710687,30.568312879410684,65845.6925,65454.86596784534,64814.6784,267.7142857142857,ENTRY,2026-07-23T07:19:27.391188+00:00,,,,,,,,,,,
MR-PAXG-1784793600000,PAXG,PAXGUSDT,mean-reversion-v1.0.0,OPEN,2026-07-23T08:00:00+00:00,1784793600000,4087.637364,4068.0398640000003,4121.335499999999,FROZEN_MA20,2.4464009669914546,10000.0,47.94334295061468,10.0,2.0,1.7195119785686601,29.67000876082956,4121.335499999999,4090.008974195197,4032.10575,13.065000000000055,ENTRY,2026-07-23T09:42:51.697282+00:00,,,,,,,,,,,
MR-BTC-1784790000000,BTC,BTCUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-23T07:00:00+00:00,1784790000000,65444.156213999995,65042.58478542857,65845.6925,FROZEN_MA20,0.15382382193275174,10066.870232001524,61.771251921852,10.066870232001524,2.0,0.9999124873710687,30.568312879410684,65845.6925,65454.86596784534,64814.6784,267.7142857142857,EXIT,2026-07-23T13:10:14.302988+00:00,2026-07-23T12:00:00+00:00,SL,65029.57626847149,-63.772271717867234,10.003097960283657,20.06996819228518,2.0,-83.84223991015241,-1.357301937416176,9983.02799209137,5.0
MR-BTC-1784808000000,BTC,BTCUSDT,mean-reversion-v1.0.0,OPEN,2026-07-23T12:00:00+00:00,1784808000000,65136.044603999995,64714.983889714276,65747.96100000001,FROZEN_MA20,0.15326426485955696,9983.02799209137,64.53356083624065,9.98302799209137,2.0,1.4532735428382602,28.015212951726895,65747.96100000001,65272.19558562332,64835.90125,280.7071428571445,ENTRY,2026-07-23T13:10:14.302988+00:00,,,,,,,,,,,
MR-ETH-1784808000000,ETH,ETHUSDT,mean-reversion-v1.0.0,OPEN,2026-07-23T12:00:00+00:00,1784808000000,1903.4806199999998,1886.5220485714283,1925.716,FROZEN_MA20,4.891282465648274,9310.461380307304,82.94916307101573,9.310461380307304,2.0,1.3111587903293707,27.54514524993435,1925.716,1909.5753167430953,1887.48355,11.305714285714284,ENTRY,2026-07-23T13:10:14.302988+00:00,,,,,,,,,,,
MR-SOL-1784808000000,SOL,SOLUSDT,mean-reversion-v1.0.0,OPEN,2026-07-23T12:00:00+00:00,1784808000000,76.905378,76.21430657142857,77.6675,FROZEN_MA20,130.98445133824552,10073.408742290378,90.51961190696674,10.073408742290377,2.0,1.1028121963824284,31.54362416107385,77.6675,77.0288177628894,76.60849999999999,0.4607142857142859,ENTRY,2026-07-23T13:10:14.302988+00:00,,,,,,,,,,,
MR-XRP-1784808000000,XRP,XRPUSDT,mean-reversion-v1.0.0,OPEN,2026-07-23T12:00:00+00:00,1784808000000,1.12162428,1.1130207085714285,1.1366599999999998,FROZEN_MA20,8976.388377845842,10068.13515130171,77.22899857939565,10.068135151301712,2.0,1.747613781652097,23.036649214659917,1.1366599999999998,1.1261697378488327,1.1099424999999998,0.0057357142857143205,ENTRY,2026-07-23T13:10:14.302988+00:00,,,,,,,,,,,
MR-PAXG-1784793600000,PAXG,PAXGUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-23T08:00:00+00:00,1784793600000,4087.637364,4068.0398640000003,4121.335499999999,FROZEN_MA20,2.4464009669914546,10000.0,47.94334295061468,10.0,2.0,1.7195119785686601,29.67000876082956,4121.335499999999,4090.008974195197,4032.10575,13.065000000000055,EXIT,2026-07-23T13:10:14.302988+00:00,2026-07-23T12:00:00+00:00,SL,4067.2262560272,-49.933754282024864,9.950066245717974,19.950066245717974,2.0,-69.88382052774284,-1.4576334528805917,9930.116179472257,4.0
MR-PAXG-1784808000000,PAXG,PAXGUSDT,mean-reversion-v1.0.0,OPEN,2026-07-23T12:00:00+00:00,1784808000000,4056.171072,4036.1932148571427,4107.796,FROZEN_MA20,2.4481502390321905,9930.116179472257,48.908795739637235,9.930116179472257,2.0,2.5841073760234337,27.229261295720946,4107.796,4067.535555193778,4033.0788999999995,13.318571428571497,ENTRY,2026-07-23T13:10:14.302988+00:00,,,,,,,,,,,
MR-BTC-1784808000000,BTC,BTCUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-23T12:00:00+00:00,1784808000000,65136.044603999995,64714.983889714276,65747.96100000001,FROZEN_MA20,0.15326426485955696,9983.02799209137,64.53356083624065,9.98302799209137,2.0,1.4532735428382602,28.015212951726895,65747.96100000001,65272.19558562332,64835.90125,280.7071428571445,EXIT,2026-07-23T15:24:57.247104+00:00,2026-07-23T15:00:00+00:00,SL,64702.04089293633,-66.51725972249176,9.916510732368879,19.89953872446025,2.0,-86.41679844695201,-1.3390985609215322,9896.61119364442,3.0
MR-ETH-1784808000000,ETH,ETHUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-23T12:00:00+00:00,1784808000000,1903.4806199999998,1886.5220485714283,1925.716,FROZEN_MA20,4.891282465648274,9310.461380307304,82.94916307101573,9.310461380307304,2.0,1.3111587903293707,27.54514524993435,1925.716,1909.5753167430953,1887.48355,11.305714285714284,EXIT,2026-07-23T15:24:57.247104+00:00,2026-07-23T15:00:00+00:00,SL,1886.144744161714,-84.79466551446292,9.22566671479284,18.536128095100146,2.0,-103.33079360956307,-1.2457123108173846,9207.130586697742,3.0
MR-ETH-1784818800000,ETH,ETHUSDT,mean-reversion-v1.0.0,OPEN,2026-07-23T15:00:00+00:00,1784818800000,1890.77808,1872.9387942857143,1920.3020000000001,FROZEN_MA20,4.869492979682598,9207.130586697742,86.86827654826666,9.207130586697742,2.0,1.6549945145145135,26.528040327662097,1920.3020000000001,1893.655770548165,1887.77545,11.892857142857176,ENTRY,2026-07-23T15:24:57.247104+00:00,,,,,,,,,,,
MR-SOL-1784808000000,SOL,SOLUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-23T12:00:00+00:00,1784808000000,76.905378,76.21430657142857,77.6675,FROZEN_MA20,130.98445133824552,10073.408742290378,90.51961190696674,10.073408742290377,2.0,1.1028121963824284,31.54362416107385,77.6675,77.0288177628894,76.60849999999999,0.4607142857142859,EXIT,2026-07-23T15:24:57.247104+00:00,2026-07-23T15:00:00+00:00,SL,76.19906371011429,-92.51618973304234,9.980892552557336,20.05430129484771,2.0,-112.57049102789006,-1.2436033325417537,9960.838251262488,3.0
MR-XRP-1784808000000,XRP,XRPUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-23T12:00:00+00:00,1784808000000,1.12162428,1.1130207085714285,1.1366599999999998,FROZEN_MA20,8976.388377845842,10068.13515130171,77.22899857939565,10.068135151301712,2.0,1.747613781652097,23.036649214659917,1.1366599999999998,1.1261697378488327,1.1099424999999998,0.0057357142857143205,EXIT,2026-07-23T15:24:57.247104+00:00,2026-07-23T14:00:00+00:00,SL,1.1127981044297144,-79.22717980993895,9.988907971491772,20.057043122793484,2.0,-99.28422293273243,-1.2855821616107426,9968.850928368978,2.0
MR-PAXG-1784808000000,PAXG,PAXGUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-23T12:00:00+00:00,1784808000000,4056.171072,4036.1932148571427,4107.796,FROZEN_MA20,2.4481502390321905,9930.116179472257,48.908795739637235,9.930116179472257,2.0,2.5841073760234337,27.229261295720946,4107.796,4067.535555193778,4033.0788999999995,13.318571428571497,EXIT,2026-07-23T18:14:38.902404+00:00,2026-07-23T17:00:00+00:00,SL,4035.3859762141715,-50.8850372163833,9.879231142255874,19.809347321728133,2.0,-70.69438453811144,-1.4454329424598462,9859.421794934146,5.0
MR-ETH-1784818800000,ETH,ETHUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-23T15:00:00+00:00,1784818800000,1890.77808,1872.9387942857143,1920.3020000000001,FROZEN_MA20,4.869492979682598,9207.130586697742,86.86827654826666,9.207130586697742,2.0,1.6549945145145135,26.528040327662097,1920.3020000000001,1893.655770548165,1887.77545,11.892857142857176,EXIT,2026-07-23T19:49:08.102061+00:00,2026-07-23T19:00:00+00:00,SL,1872.564206526857,-88.69232901029665,9.118438257687446,18.325568844385188,2.0,-107.01789785468183,-1.2319560385800843,9100.11268884306,4.0
MR-PAXG-1785160800000,PAXG,PAXGUSDT,mean-reversion-v1.0.0,OPEN,2026-07-27T14:00:00+00:00,1785160800000,4058.291496,4040.9225674285713,4080.653,FROZEN_MA20,2.4294513601726124,9859.421794934146,42.19696714259808,9.859421794934146,2.0,1.2874429132482044,30.637199910253713,4080.653,4057.506763934523,4055.39005,11.579285714285756,ENTRY,2026-07-27T14:38:13.486869+00:00,,,,,,,,,,,
MR-PAXG-1785160800000,PAXG,PAXGUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-27T14:00:00+00:00,1785160800000,4058.291496,4040.9225674285713,4080.653,FROZEN_MA20,2.4294513601726124,9859.421794934146,42.19696714259808,9.859421794934146,2.0,1.2874429132482044,30.637199910253713,4080.653,4057.506763934523,4055.39005,11.579285714285756,EXIT,2026-07-27T16:49:17.706007+00:00,2026-07-27T16:00:00+00:00,TARGET,4079.8368694,52.34343671205742,9.911765231646203,19.77118702658035,2.0,32.57224968547707,0.7719097340670058,9891.994044619623,2.0
MR-ETH-1785463200000,ETH,ETHUSDT,mean-reversion-v1.0.0,OPEN,2026-07-31T02:00:00+00:00,1785463200000,1902.560436,1882.490436,1916.1975000000002,FROZEN_MA20,4.534186691003034,8626.56420774013,91.0011268884306,8.62656420774013,2.0,0.6794750373692218,34.58389161828197,1916.1975000000002,1903.2175818569638,1899.9454,13.380000000000027,ENTRY,2026-07-31T04:48:33.705682+00:00,,,,,,,,,,,
MR-ETH-1785463200000,ETH,ETHUSDT,mean-reversion-v1.0.0,CLOSED,2026-07-31T02:00:00+00:00,1785463200000,1902.560436,1882.490436,1916.1975000000002,FROZEN_MA20,4.534186691003034,8626.56420774013,91.0011268884306,8.62656420774013,2.0,0.6794750373692218,34.58389161828197,1916.1975000000002,1903.2175818569638,1899.9454,13.380000000000027,EXIT,2026-07-31T10:17:19.534401+00:00,2026-07-31T09:00:00+00:00,SL,1882.1139379128,-92.70823950460066,8.53385596823553,17.16042017597566,2.0,-109.86865968057631,-1.2073329577036747,8990.244029162484,7.0
MR-BNB-1785582000000,BNB,BNBUSDT,mean-reversion-v1.0.0,OPEN,2026-08-01T11:00:00+00:00,1785582000000,579.9259619999999,576.0806048571428,587.263,FROZEN_MA20,17.318008080144235,10043.162495801418,66.59392607103955,10.043162495801417,2.0,1.9080251137736217,34.7627737226278,587.263,581.076465913766,574.0111,2.5635714285714193,ENTRY,2026-08-01T12:07:41.361125+00:00,,,,,,,,,,,
